Student_ID,Student_Query,Priority
S0887,Library timings inquiry,Low
S0888,Event information query,Low
S0889,Event information query,Low
S0890,Event information query,Low
S0891,Exam result not published,High
S0892,Bonafide certificate request,Medium
S0893,Library access issue,Medium
S0894,Bonafide certificate request,Medium
S0895,Missed exam due to medical emergency,High
S0896,Event information query,Low
S0897,Academic calendar request,Low
S0898,Hostel accommodation query,Medium
S0899,Missed exam due to medical emergency,High
S0900,Library access issue,Medium
S0901,Missed exam due to medical emergency,High
S0902,Missed exam due to medical emergency,High
S0903,Bonafide certificate request,Medium
S0904,Internship letter request,Medium
S0905,Elective subject change request,Medium
S0906,Hall ticket not generated before exam,High
S0907,Scholarship not credited,High
S0908,Academic calendar request,Low
S0909,Academic calendar request,Low
S0910,Campus map request,Low
S0911,Hostel accommodation query,Medium
S0912,Elective subject change request,Medium
S0913,Library timings inquiry,Low
S0914,Library access issue,Medium
S0915,Library access issue,Medium
S0916,Elective subject change request,Medium
S0917,Hostel accommodation query,Medium
S0918,Bonafide certificate request,Medium
S0919,Academic calendar request,Low
S0920,Exam result not published,High
S0921,Scholarship not credited,High
S0922,Internship letter request,Medium
S0923,Hall ticket not generated before exam,High
S0924,Hostel accommodation query,Medium
S0925,Website navigation help,Low
S0926,Internship letter request,Medium
S0927,Hostel accommodation query,Medium
S0928,Internship letter request,Medium
S0929,Scholarship not credited,High
S0930,Bonafide certificate request,Medium
S0931,Missed exam due to medical emergency,High
S0932,Academic calendar request,Low
S0933,Event information query,Low
S0934,Library access issue,Medium
S0935,Internship letter request,Medium
S0936,Missed exam due to medical emergency,High
S0937,Fee payment issue before deadline,High
S0938,Scholarship not credited,High
S0939,Scholarship not credited,High
S0940,Hall ticket not generated before exam,High
S0941,Event information query,Low
S0942,Exam result not published,High
S0943,Scholarship not credited,High
S0944,Academic calendar request,Low
S0945,Exam result not published,High
S0946,Website navigation help,Low
S0947,Library timings inquiry,Low
S0948,Exam result not published,High
S0949,Library timings inquiry,Low
S0950,Bonafide certificate request,Medium
S0951,Internship letter request,Medium
S0952,Website navigation help,Low
S0953,Fee payment issue before deadline,High
S0954,Academic calendar request,Low
S0955,Website navigation help,Low
S0956,Fee payment issue before deadline,High
S0957,Hall ticket not generated before exam,High
S0958,Academic calendar request,Low
S0959,Exam result not published,High
S0960,Scholarship not credited,High
S0961,Campus map request,Low
S0962,Bonafide certificate request,Medium
S0963,Event information query,Low
S0964,Internship letter request,Medium
S0965,Academic calendar request,Low
S0966,Library timings inquiry,Low
S0967,Internship letter request,Medium
S0968,Elective subject change request,Medium
S0969,Elective subject change request,Medium
S0970,Bonafide certificate request,Medium
S0971,Campus map request,Low
S0972,Library access issue,Medium
S0973,Bonafide certificate request,Medium
S0974,Event information query,Low
S0975,Hostel accommodation query,Medium
S0976,Academic calendar request,Low
S0977,Event information query,Low
S0978,Scholarship not credited,High
S0979,Hall ticket not generated before exam,High
S0980,Elective subject change request,Medium
S0981,Hall ticket not generated before exam,High
S0982,Hall ticket not generated before exam,High
S0983,Event information query,Low
S0984,Website navigation help,Low
S0985,Scholarship not credited,High
S0986,Missed exam due to medical emergency,High
S0987,Missed exam due to medical emergency,High
S0988,Scholarship not credited,High
S0989,Website navigation help,Low
S0990,Bonafide certificate request,Medium
S0991,Website navigation help,Low
S0992,Website navigation help,Low
S0993,Elective subject change request,Medium
S0994,Library access issue,Medium
S0995,Event information query,Low
S0996,Exam result not published,High
S0997,Exam result not published,High
S0998,Hall ticket not generated before exam,High
S0999,Fee payment issue before deadline,High
S1000,Exam result not published,High
S1001,Hostel accommodation query,Medium
S1002,Scholarship not credited,High
S1003,Fee payment issue before deadline,High
S1004,Library access issue,Medium
S1005,Fee payment issue before deadline,High
S1006,Exam result not published,High
S1007,Campus map request,Low
S1008,Internship letter request,Medium
S1009,Fee payment issue before deadline,High
S1010,Missed exam due to medical emergency,High
S1011,Campus map request,Low
S1012,Bonafide certificate request,Medium
S1013,Elective subject change request,Medium
S1014,Missed exam due to medical emergency,High
S1015,Library timings inquiry,Low
S1016,Event information query,Low
S1017,Fee payment issue before deadline,High
S1018,Internship letter request,Medium
S1019,Website navigation help,Low
S1020,Exam result not published,High
S1021,Library access issue,Medium
S1022,Scholarship not credited,High
S1023,Missed exam due to medical emergency,High
S1024,Event information query,Low
S1025,Fee payment issue before deadline,High
S1026,Scholarship not credited,High
S1027,Exam result not published,High
S1028,Fee payment issue before deadline,High
S1029,Elective subject change request,Medium
S1030,Website navigation help,Low
S1031,Hall ticket not generated before exam,High
S1032,Scholarship not credited,High
S1033,Academic calendar request,Low
S1034,Library timings inquiry,Low
S1035,Fee payment issue before deadline,High
S1036,Hall ticket not generated before exam,High
S1037,Exam result not published,High
S1038,Campus map request,Low
S1039,Scholarship not credited,High
S1040,Elective subject change request,Medium
S1041,Library access issue,Medium
S1042,Library timings inquiry,Low
S1043,Fee payment issue before deadline,High
S1044,Library timings inquiry,Low
S1045,Exam result not published,High
S1046,Missed exam due to medical emergency,High
S1047,Event information query,Low
S1048,Website navigation help,Low
S1049,Exam result not published,High
S1050,Library timings inquiry,Low
S1051,Academic calendar request,Low
S1052,Academic calendar request,Low
S1053,Exam result not published,High
S1054,Hostel accommodation query,Medium
S1055,Event information query,Low
S1056,Library access issue,Medium
S1057,Missed exam due to medical emergency,High
S1058,Internship letter request,Medium
S1059,Missed exam due to medical emergency,High
S1060,Bonafide certificate request,Medium
S1061,Exam result not published,High
S1062,Website navigation help,Low
S1063,Website navigation help,Low
S1064,Bonafide certificate request,Medium
S1065,Website navigation help,Low
S1066,Event information query,Low
S1067,Missed exam due to medical emergency,High
S1068,Scholarship not credited,High
S1069,Library access issue,Medium
S1070,Campus map request,Low
S1071,Event information query,Low
S1072,Scholarship not credited,High
S1073,Bonafide certificate request,Medium
S1074,Internship letter request,Medium
S1075,Bonafide certificate request,Medium
S1076,Website navigation help,Low
S1077,Exam result not published,High
S1078,Exam result not published,High
S1079,Library access issue,Medium
S1080,Academic calendar request,Low
S1081,Fee payment issue before deadline,High
S1082,Library access issue,Medium
S1083,Hall ticket not generated before exam,High
S1084,Missed exam due to medical emergency,High
S1085,Website navigation help,Low
S1086,Fee payment issue before deadline,High
S1087,Website navigation help,Low
S1088,Event information query,Low
S1089,Exam result not published,High
S1090,Bonafide certificate request,Medium
S1091,Website navigation help,Low
S1092,Academic calendar request,Low
S1093,Library access issue,Medium
S1094,Missed exam due to medical emergency,High
S1095,Missed exam due to medical emergency,High
S1096,Hall ticket not generated before exam,High
S1097,Library access issue,Medium
S1098,Missed exam due to medical emergency,High
S1099,Library timings inquiry,Low
S1100,Library timings inquiry,Low
S1101,Elective subject change request,Medium
S1102,Library timings inquiry,Low
S1103,Campus map request,Low
S1104,Elective subject change request,Medium
S1105,Hall ticket not generated before exam,High
S1106,Hall ticket not generated before exam,High
S1107,Event information query,Low
S1108,Elective subject change request,Medium
S1109,Hall ticket not generated before exam,High
S1110,Scholarship not credited,High
S1111,Exam result not published,High
S1112,Campus map request,Low
S1113,Elective subject change request,Medium
S1114,Website navigation help,Low
S1115,Hall ticket not generated before exam,High
S1116,Missed exam due to medical emergency,High
S1117,Website navigation help,Low
S1118,Scholarship not credited,High
S1119,Event information query,Low
S1120,Bonafide certificate request,Medium
S1121,Internship letter request,Medium
S1122,Elective subject change request,Medium
S1123,Hostel accommodation query,Medium
S1124,Event information query,Low
S1125,Event information query,Low
S1126,Hostel accommodation query,Medium
S1127,Fee payment issue before deadline,High
S1128,Library access issue,Medium
S1129,Academic calendar request,Low
S1130,Missed exam due to medical emergency,High
S1131,Event information query,Low
S1132,Elective subject change request,Medium
S1133,Hostel accommodation query,Medium
S1134,Elective subject change request,Medium
S1135,Fee payment issue before deadline,High
S1136,Scholarship not credited,High
S1137,Exam result not published,High
S1138,Library access issue,Medium
S1139,Scholarship not credited,High
S1140,Hostel accommodation query,Medium
S1141,Academic calendar request,Low
S1142,Campus map request,Low
S1143,Missed exam due to medical emergency,High
S1144,Internship letter request,Medium
S1145,Elective subject change request,Medium
S1146,Website navigation help,Low
S1147,Event information query,Low
S1148,Bonafide certificate request,Medium
S1149,Exam result not published,High
S1150,Academic calendar request,Low
S1151,Library access issue,Medium
S1152,Elective subject change request,Medium
S1153,Campus map request,Low
S1154,Library access issue,Medium
S1155,Library access issue,Medium
S1156,Hostel accommodation query,Medium
